Location_Name,Location_Type,Blk_No,Address,Postal_Code,Full Address,Long,Lat,floor_area_sqm,remaining_lease,Price,Link,Lease_Used,Num_Bed,Num_Toilet
Tanglin,HDB 4 Room,91,Tanglin Road,,91 Tangl,,,85,84,908000,https://www.99.co/singapore/sale/property/91-tanglin-halt-road-hdb-hi8yPbEw8yyGXwfqbCF87z,15.0,3,2
Choa Chu Kang Central,HDB 4 Room,215,Choa Chu Kang Central,,215 Choa Chu Kang Central,,,103,66,580000,https://www.99.co/singapore/sale/property/215-choa-chu-kang-central-hdb-cxzp5qh2fmLkMSgkaE55cP,33.0,3,2
Whampoa,HDB 3 Room,97,Whampoa Drive,,97 Whampoa Drive,,,65,56,468000,https://www.99.co/singapore/sale/property/97-whampoa-drive-hdb-eLPLFQRSozQaJngdQCGnTt,43.0,2,1
Choa Chu Kang,HDB 4 Room,459,Choa Chu Kang Avenue 4,,459 Choa Chu Kang Avenue 4,,,103,76,498000,https://www.99.co/singapore/sale/property/459-choa-chu-kang-avenue-4-hdb-6vntiToJGnSJzrqPsb2HxA,23.0,3,2
Yishun,HDB 5 Room,505C,Yishun Street 51,,505C Yishun Street 51,,,111,92,710000,https://www.99.co/singapore/sale/property/505c-yishun-street-51-hdb-267DFKrgzhMvtzKnyqQk26,7.0,3,2
Bukit Batok,HDB 3 Room,536,Bukit Batok Street 23,,536 Bukit Batok Street 23,,,71,66,388000,https://www.99.co/singapore/sale/property/536-bukit-batok-street-23-hdb-95zLSfrzmyMaMhY6NnVkNv,33.0,2,2
Lengkok Bahru,HDB 4 Room,48,Lengkok Bahru,,48 Lengkok Bahru,,,83,62,638000,https://www.99.co/singapore/sale/property/48-lengkok-bahru-hdb-4NVnApHkgisXBCGbAbtXEF,37.0,3,2
Yishun,HDB Executive,344,Yishun Avenue 11,,344 Yishun Avenue 11,,,144,64,888888,https://www.99.co/singapore/sale/property/344-yishun-avenue-11-hdb-mEUF8gTYBiYT3ye39rf5my,35.0,4,3
Canberra Crescent,HDB 4 Room,119A,Canberra Crescent,,119A Canberra Crescent,,,92,94,628888,https://www.99.co/singapore/sale/property/119a-canberra-crescent-hdb-juXpdLocL8vcmNjwNLSeHP,5.0,3,2
Woodlands,HDB 3 Room,808,Woodlands Street 81,,808 Woodlands Street 81,,,73,70,420000,https://www.99.co/singapore/sale/property/808-woodlands-street-81-hdb-nCpj78tYFuzj3FHr25SmHp,29.0,2,2
Boon Lay,HDB 5 Room,218D,Boon Lay Avenue,,218D Boon Lay Avenue,,,120,94,718888,https://www.99.co/singapore/sale/property/218d-boon-lay-avenue-hdb-D4v4idDZqCr3df73eEvJSg,5.0,4,3
Upper Boon Keng,HDB 5 Room,2C,Upper Boon Keng Road,,2C Upper Boon Keng Road,,,109,82,988000,https://www.99.co/singapore/sale/property/2c-upper-boon-keng-road-hdb-Pas3VoGPNd89yxHJvMxPDQ,17.0,3,2
Bukit Batok West,HDB 2 Room,445B,Bukit Batok West Avenue 8,,445B Bukit Batok West Avenue 8,,,37,95,315000,https://www.99.co/singapore/sale/property/445b-bukit-batok-west-avenue-8-hdb-eEq78xFZ8LyaiJqDhSYfj6,4.0,1Bed,1
Hougang,HDB 3 Room,529,Hougang Avenue 6,,529 Hougang Avenue 6,,,73,63,440000,https://www.99.co/singapore/sale/property/529-hougang-avenue-6-hdb-iusPeePphhtB5Jk8xVw6US,36.0,2,2
Fernvale Link,HDB 5 Room,440C,Fernvale Link,,440C Fernvale Link,,,112,91,700000,https://www.99.co/singapore/sale/property/440c-fernvale-link-hdb-gbxvFDWd6FpQrRQ4tJSfXu,8.0,3,2
Lorong 7 Toa Payoh,HDB 3 Room,13,Lorong 7 Toa Payoh,,13 Lorong 7 Toa Payoh,,,65,46,390000,https://www.99.co/singapore/sale/property/13-lorong-7-toa-payoh-hdb-4XkD2hyz2K5inYaxBimJHo,53.0,2,1
Punggol Place,HDB 3 Room,208A,Punggol Place,,208A Punggol Place,,,66,90,508000,https://www.99.co/singapore/sale/property/208a-punggol-place-hdb-Wp5pwE7YeZnV8FDfpxUThS,9.0,2,2
Geylang Bahru,HDB 3 Room,57,Geylang Bahru,,57 Geylang Bahru,,,65,50,380000,https://www.99.co/singapore/sale/property/57-geylang-bahru-hdb-a7idakSSbNaRKYnF8NhvDY,49.0,2,1
Geylang Bahru,HDB 5 Room,59C,Geylang Bahru,,59C Geylang Bahru,,,120,74,918000,https://www.99.co/singapore/sale/property/59c-geylang-bahru-hdb-H7othzt7KEfuMqUKgoVbsv,25.0,3,2
Telok Blangah,HDB 5 Room,48,Telok Blangah Drive,,48 Telok Blangah Drive,,,124,52,850000,https://www.99.co/singapore/sale/property/48-telok-blangah-drive-hdb-Xwrksqp86fWDHXvNRiKAuG,47.0,3,2
Holland,HDB 3 Room,18A,Holland Drive,,18A Holland Drive,,,66,88,750000,https://www.99.co/singapore/sale/property/18a-holland-drive-hdb-b5LrFJKJDLjPvYVbweLB8M,11.0,2,2
Holland Close,HDB 3 Room,32,Holland Close,,32 Holland Close,,,58,50,365000,https://www.99.co/singapore/sale/property/32-holland-close-hdb-AqV2SXB864TVxmCHy6jSzr,49.0,2,1
Telok Blangah Heights,HDB 4 Room,69,Telok Blangah Heights,,69 Telok Blangah Heights,,,92,54,680000,https://www.99.co/singapore/sale/property/69-telok-blangah-heights-hdb-JePKHHm95aWa6B9evdqE33,45.0,3,2
Kallang Bahru,HDB 3 Room,64,Kallang Bahru,,64 Kallang Bahru,,,65,50,355000,https://www.99.co/singapore/sale/property/64-kallang-bahru-hdb-AqFMejLfheAX8xWY8inqoH,49.0,2,2
Lorong 1 Toa Payoh,HDB 3 Room,130A,Lorong 1 Toa Payoh,,130A Lorong 1 Toa Payoh,,,67,94,720000,https://www.99.co/singapore/sale/property/130a-lorong-1-toa-payoh-hdb-WzKjc6ZDDNaTc7e6JFVHDw,5.0,2,2
Yishun,HDB 4 Room,506B,Yishun Avenue 4,,506B Yishun Avenue 4,,,92,94,550000,https://www.99.co/singapore/sale/property/506b-yishun-avenue-4-hdb-ZqBHCjRVsyMrmCM2kJZb3t,5.0,3,2
Jalan Bukit Ho Swee,HDB 3 Room,6,Jalan Bukit Ho Swee,,6 Jalan Bukit Ho Swee,,,56,47,330000,https://www.99.co/singapore/sale/property/6-jalan-bukit-ho-swee-hdb-GZUKTVug4d2KPUM8tXPBXT,52.0,2,1
Bukit Batok,HDB 3 Room,212,Bukit Batok Street 21,,212 Bukit Batok Street 21,,,69,61,393000,https://www.99.co/singapore/sale/property/212-bukit-batok-street-21-hdb-RV4JAKSCvWRg8uYhKkmfvy,38.0,2,2
Lengkok Bahru,HDB 4 Room,48,Lengkok Bahru,,48 Lengkok Bahru,,,83,62,638000,https://www.99.co/singapore/sale/property/48-lengkok-bahru-hdb-nKTV8w9nTbMR9rzDpDQtND,37.0,3,2
Woodlands,HDB 3 Room,704,Woodlands Drive 40,,704 Woodlands Drive 40,,,118,72,630000,https://www.99.co/singapore/sale/property/704-woodlands-drive-40-hdb-YP9GhBic3gohVCm4QKoEod,27.0,3,2
Hougang,HDB 4 Room,336,Hougang Avenue 7,,336 Hougang Avenue 7,,,90,61,528000,https://www.99.co/singapore/sale/property/336-hougang-avenue-7-hdb-mXwT4zLFFWRZ8NbzaSfmeL,38.0,3,2
Kim Keat,HDB 4 Room,259,Kim Keat Avenue,,259 Kim Keat Avenue,,,102,65,630000,https://www.99.co/singapore/sale/property/259-kim-keat-avenue-hdb-iKekcjrku979NvKLLNjohg,34.0,3,2
Holland,HDB 3 Room,13,Holland Drive,,13 Holland Drive,,,64,51,448000,https://www.99.co/singapore/sale/property/13-holland-drive-hdb-2mgzFEyeDbVSaGtaKT5yuc,48.0,2,1
Bukit Batok,HDB Executive,524,Bukit Batok Street 52,,524 Bukit Batok Street 52,,,146,63,818888,https://www.99.co/singapore/sale/property/524-bukit-batok-street-52-hdb-CGaKiy84AY33NcHBuJTwzP,36.0,3,3
Bishan,HDB 4 Room,272,Bishan Street 24,,272 Bishan Street 24,,,108,68,780000,https://www.99.co/singapore/sale/property/272-bishan-street-24-hdb-gYBDx99tP4KVgXPVcLowJp,31.0,3,2
Lorong 4 Toa Payoh,HDB 5 Room,62,Lorong 4 Toa Payoh,,62 Lorong 4 Toa Payoh,,,120,75,1020000,https://www.99.co/singapore/sale/property/62-lorong-4-toa-payoh-hdb-E5KhjUormfkwrbbYiTsU9h,24.0,4,3
Sembawang,HDB 3 Room,466D,Sembawang Drive,,466D Sembawang Drive,,,109,82,568000,https://www.99.co/singapore/sale/property/466d-sembawang-drive-hdb-WBtSJmNZHoZze4ckL5iLSi,17.0,3,2
Tanglin,HDB 4 Room,91,Tanglin Road,,91 Tangl,,,85,84,908000,https://www.99.co/singapore/sale/property/91-tanglin-halt-road-hdb-hi8yPbEw8yyGXwfqbCF87z,15.0,3,2
Choa Chu Kang Central,HDB 4 Room,215,Choa Chu Kang Central,,215 Choa Chu Kang Central,,,103,66,580000,https://www.99.co/singapore/sale/property/215-choa-chu-kang-central-hdb-cxzp5qh2fmLkMSgkaE55cP,33.0,3,2
Whampoa,HDB 3 Room,97,Whampoa Drive,,97 Whampoa Drive,,,65,56,468000,https://www.99.co/singapore/sale/property/97-whampoa-drive-hdb-eLPLFQRSozQaJngdQCGnTt,43.0,2,1
Choa Chu Kang,HDB 4 Room,459,Choa Chu Kang Avenue 4,,459 Choa Chu Kang Avenue 4,,,103,76,498000,https://www.99.co/singapore/sale/property/459-choa-chu-kang-avenue-4-hdb-6vntiToJGnSJzrqPsb2HxA,23.0,3,2
Yishun,HDB 5 Room,505C,Yishun Street 51,,505C Yishun Street 51,,,111,92,710000,https://www.99.co/singapore/sale/property/505c-yishun-street-51-hdb-267DFKrgzhMvtzKnyqQk26,7.0,3,2
Jurong West,HDB 3 Room,561A,Jurong West Street 42,,561A Jurong West Street 42,,,68,94,470000,https://www.99.co/singapore/sale/property/561a-jurong-west-street-42-hdb-gcwBzJfaB6JCpMAhtzNpc4,5.0,2,2
Pasir Ris,HDB Executive,245,Pasir Ris Street 21,,245 Pasir Ris Street 21,,,147,69,790000,https://www.99.co/singapore/sale/property/245-pasir-ris-street-21-hdb-4of8DmyxXQh3bnBWbawmpo,30.0,3,2
Telok Blangah,HDB 3 Room,64,Telok Blangah Drive,,64 Telok Blangah Drive,,,66,54,430000,https://www.99.co/singapore/sale/property/64-telok-blangah-drive-hdb-Yvw5e5BtiAWGvP4VbwdLNz,45.0,2,2
Canberra Walk,HDB 4 Room,115A,Canberra Walk,,115A Canberra Walk,,,92,94,550000,https://www.99.co/singapore/sale/property/115a-canberra-walk-hdb-Cm47UUS5kymtJg8xqwWzHs,5.0,3,2
Ang Mo Kio,HDB 3 Room,602,Ang Mo Kio Avenue 5,,602 Ang Mo Kio Avenue 5,,,82,56,440000,https://www.99.co/singapore/sale/property/602-ang-mo-kio-avenue-5-hdb-HuDZAsu8hvoiSgjR3L5UEV,43.0,2,2
Choa Chu Kang North 6,HDB Executive,558,Choa Chu Kang North 6,,558 Choa Chu Kang North 6,,,146,72,790000,https://www.99.co/singapore/sale/property/558-choa-chu-kang-north-6-hdb-H94ZdoDPaP6XNU2qWMkHjk,27.0,4,2
Jurong West,HDB 5 Room,271C,Jurong West Street 24,,271C Jurong West Street 24,,,112,79,570000,https://www.99.co/singapore/sale/property/271c-jurong-west-street-24-hdb-emZFUb9N7vaXuaBp37HWLL,20.0,3,2
Crawford Lane,HDB 5 Room,461,Crawford Lane,,461 Crawford Lane,,,121,57,900000,https://www.99.co/singapore/sale/property/461-crawford-lane-hdb-PMNLGP9tWQkWLwAiEdSiML,42.0,3,2
Mar,HDB 5 Room,27,Mar,,27 Mar,,,125,51,830000,https://www.99.co/singapore/sale/property/27-marine-crescent-hdb-FheTg9Xgyyw8mVj8rehgSm,48.0,4,2
Canberra,HDB 4 Room,107C,Canberra Street,,107C Canberra Street,,,92,94,620000,https://www.99.co/singapore/sale/property/107c-canberra-street-hdb-d3dhG24cKxBrcxsx6wVLV5,5.0,3,2
Admiralty,HDB 5 Room,467,Admiralty Drive,,467 Admiralty Drive,,,114,77,638000,https://www.99.co/singapore/sale/property/467-admiralty-drive-hdb-NJraoyrZhQAUcWi6t5vzek,22.0,3,2
Yishun,HDB 3 Room,210,Yishun Street 21,,210 Yishun Street 21,,,66,61,450000,https://www.99.co/singapore/sale/property/210-yishun-street-21-hdb-PcULVpkKa8W6iBSFZuPiHT,38.0,2,2
Woodlands,HDB 4 Room,518,Woodlands Drive 14,,518 Woodlands Drive 14,,,104,76,580000,https://www.99.co/singapore/sale/property/518-woodlands-drive-14-hdb-hJaqYfpnQcTAJUz5KWZjdX,23.0,3,2
Kang Ch,HDB 4 Room,345,Kang Ch,,345 Kang Ch,,,102,73,668000,https://www.99.co/singapore/sale/property/345-kang-ching-road-hdb-TpuBCHCVZGX3bKHH7gugXB,26.0,3,2
Jurong West,HDB 3 Room,481,Jurong West Street 41,,481 Jurong West Street 41,,,66,61,395000,https://www.99.co/singapore/sale/property/481-jurong-west-street-41-hdb-H5qqDVTjDKdmDYCuFeK6RN,38.0,2,2
Pasir Ris,HDB Executive,714,Pasir Ris Street 72,,714 Pasir Ris Street 72,,,147,72,890000,https://www.99.co/singapore/sale/property/714-pasir-ris-street-72-hdb-JHWPbR9F9bGDDBKr3k6BEi,27.0,4,2
Joo Seng,HDB 5 Room,10,Joo Seng Road,,10 Joo Seng Road,,,119,59,750000,https://www.99.co/singapore/sale/property/10-joo-seng-road-hdb-oWagZVcZQGNTAvhtsGyA7A,40.0,3,2
Yishun,HDB 5 Room,348D,Yishun Avenue 11,,348D Yishun Avenue 11,,,112,89,880000,https://www.99.co/singapore/sale/property/348d-yishun-avenue-11-hdb-JyegSzRyrUDX4nW5U3Uj9H,10.0,4,2
Telok Blangah Heights,HDB 5 Room,85,Telok Blangah Heights,,85 Telok Blangah Heights,,,109,79,1090000,https://www.99.co/singapore/sale/property/85-telok-blangah-heights-hdb-8oikTvT7Ss76rijsX8Mb8b,20.0,3,2
Compassvale Crescent,HDB 5 Room,289A,Compassvale Crescent,,289A Compassvale Crescent,,,112,93,770000,https://www.99.co/singapore/sale/property/289a-compassvale-crescent-hdb-nT6sXDzxfERDiSfVhTPfrm,6.0,3,2
Jurong West,HDB 4 Room,673A,Jurong West Street 65,,673A Jurong West Street 65,,,85,78,520000,https://www.99.co/singapore/sale/property/673a-jurong-west-street-65-hdb-EQAGaYyWf3mZjm8WWuJhoC,21.0,3,2
Teban Gardens,HDB 3 Room,38,Teban Gardens Road,,38 Teban Gardens Road,,,66,42,325000,https://www.99.co/singapore/sale/property/38-teban-gardens-road-hdb-JXJhj5CocygNHqP2HwsiWC,57.0,2,1
Boon Lay,HDB 3 Room,185,Boon Lay Avenue,,185 Boon Lay Avenue,,,58,51,280000,https://www.99.co/singapore/sale/property/185-boon-lay-avenue-hdb-ZEeJuHrHVptaBQtMJVuPfd,48.0,2,1
Ang Mo Kio,HDB 5 Room,430,Ang Mo Kio Avenue 3,,430 Ang Mo Kio Avenue 3,,,118,55,758000,https://www.99.co/singapore/sale/property/430-ang-mo-kio-avenue-3-hdb-hJF7HgkahWMjQRjfpGUvSa,44.0,3,2
Sumang Lane,HDB 2 Room,232C,Sumang Lane,,232C Sumang Lane,,,46,94,398000,https://www.99.co/singapore/sale/property/232c-sumang-lane-hdb-6s3wyFTKXkCLNuoce6Xrox,5.0,1Bed,1
Canberra,HDB 4 Room,107A,Canberra Street,,107A Canberra Street,,,92,94,635000,https://www.99.co/singapore/sale/property/107a-canberra-street-hdb-4gUtyw9o8h7iSVAXfkjbr8,5.0,3,2
Jelapang,HDB 4 Room,514,Jelapang Road,,514 Jelapang Road,,,101,74,538888,https://www.99.co/singapore/sale/property/514-jelapang-road-hdb-PEu6YNqSxJEqU4FKRpmusx,25.0,3,2
Choa Chu Kang,HDB 4 Room,476B,Choa Chu Kang Avenue 5,,476B Choa Chu Kang Avenue 5,,,91,89,528000,https://www.99.co/singapore/sale/property/476b-choa-chu-kang-avenue-5-hdb-jQpqrhUC8Pydu6DR3nDvwf,10.0,3,2
Pasir Ris,HDB Executive,153,Pasir Ris Street 13,,153 Pasir Ris Street 13,,,145,71,810000,https://www.99.co/singapore/sale/property/153-pasir-ris-street-13-hdb-58UWb5unoifxYNfQDGKfoy,28.0,3,2
Ang Mo Kio,HDB 4 Room,301,Ang Mo Kio Avenue 3,,301 Ang Mo Kio Avenue 3,,,98,54,670000,https://www.99.co/singapore/sale/property/301-ang-mo-kio-avenue-3-hdb-nAddpxTGuBUauUTeZrQctz,45.0,3,2
Compassvale Lane,HDB 3 Room,209C,Compassvale Lane,,209C Compassvale Lane,,,66,87,465000,https://www.99.co/singapore/sale/property/209c-compassvale-lane-hdb-GNJzTLVbDYgxMyiKMPr3Qe,12.0,2,2
Jurong West,HDB 5 Room,676B,Jurong West Street 64,,676B Jurong West Street 64,,,109,84,603000,https://www.99.co/singapore/sale/property/676b-jurong-west-street-64-hdb-geagwKquoQcp2eT8XNTH35,15.0,3,2
Mar,HDB 5 Room,2,Mar,,2 Mar,,,119,51,825000,https://www.99.co/singapore/sale/property/2-marine-terrace-hdb-CXNehnkYfcgVbRnA5ZarM3,48.0,4,2
Sumang Lane,HDB 4 Room,220C,Sumang Lane,,220C Sumang Lane,,,92,94,598000,https://www.99.co/singapore/sale/property/220c-sumang-lane-hdb-2uUw8p2bYZwWupS56y6RzD,5.0,3,2
Buangkok Link,HDB 2 Room,992A,Buangkok Link,,992A Buangkok Link,,,37,95,348888,https://www.99.co/singapore/sale/property/992a-buangkok-link-hdb-6XTu7kevxtgmE6Dd6r87wd,4.0,1Bed,1
Choa Chu Kang,HDB 4 Room,811A,Choa Chu Kang Avenue 7,,811A Choa Chu Kang Avenue 7,,,92,93,586000,https://www.99.co/singapore/sale/property/811a-choa-chu-kang-avenue-7-hdb-jJnMxSMif86G3Nge8mknpk,6.0,3,2
Woodlands,HDB 4 Room,529,Woodlands Drive 14,,529 Woodlands Drive 14,,,104,75,550000,https://www.99.co/singapore/sale/property/529-woodlands-drive-14-hdb-89B4Nodfr4xzSnfcgiR96c,24.0,3,2
Bedok South,HDB 5 Room,20,Bedok South Road,,20 Bedok South Road,,,118,52,780000,https://www.99.co/singapore/sale/property/20-bedok-south-road-hdb-b8UE3BC3inauquJk9kjpWx,47.0,3,2
Ang Mo Kio,HDB 3 Room,418,Ang Mo Kio Avenue 10,,418 Ang Mo Kio Avenue 10,,,72,55,399999,https://www.99.co/singapore/sale/property/418-ang-mo-kio-avenue-10-hdb-DNa66C8jb7DbRc3XKo74hu,44.0,3,2
Bishan,HDB 5 Room,148,Bishan Street 11,,148 Bishan Street 11,,,133,63,1020000,https://www.99.co/singapore/sale/property/148-bishan-street-11-hdb-gjnLb6kQEBkUDQVodok4pS,36.0,4,3
Ang Mo Kio,HDB 3 Room,345,Ang Mo Kio Avenue 3,,345 Ang Mo Kio Avenue 3,,,73,54,490000,https://www.99.co/singapore/sale/property/345-ang-mo-kio-avenue-3-hdb-XU4bgEYz7rfko9XjJQUop6,45.0,2,2
Canberra,HDB 3 Room,104A,Canberra Street,,104A Canberra Street,,,67,94,458000,https://www.99.co/singapore/sale/property/104a-canberra-street-hdb-QwfHcHM9QMPGAHo72xnMbb,5.0,2,2
Bukit Batok West,HDB 4 Room,449B,Bukit Batok West Avenue 9,,449B Bukit Batok West Avenue 9,,,92,95,580000,https://www.99.co/singapore/sale/property/449b-bukit-batok-west-avenue-9-hdb-28GHdjVWyAjQuzaKQQozVG,4.0,3,2
Jurong West,HDB 4 Room,545,Jurong West Street 42,,545 Jurong West Street 42,,,103,61,498000,https://www.99.co/singapore/sale/property/545-jurong-west-street-42-hdb-fpSkV3cfU8xcrSBB58QptZ,38.0,3,2
Tampines,HDB 3 Room,405,Tampines,,405 Tamp,,,59,61,399000,https://www.99.co/singapore/sale/property/405-tampines-street-41-hdb-VuLr2vhqzEhKKZB7j9sANn,38.0,2,2
Jurong West,HDB 5 Room,988B,Jurong West Street 93,,988B Jurong West Street 93,,,109,84,650000,https://www.99.co/singapore/sale/property/988b-jurong-west-street-93-hdb-aK8dm7NxVWWPmmA6DPm4og,15.0,3,2
Tampines,HDB 4 Room,908,Tampines,,908 Tamp,,,103,59,615000,https://www.99.co/singapore/sale/property/908-tampines-avenue-4-hdb-GeqUYtta9XdQZEkUZcouuG,40.0,3,2
Tampines,HDB 3 Room,214,Tampines,,214 Tamp,,,66,61,450000,https://www.99.co/singapore/sale/property/214-tampines-street-23-hdb-BeyvvDHKuSZ6nzLLN4put7,38.0,2,2
Corporation,HDB 2 Room,150A,Corporation Drive,,150A Corporation Drive,,,37,94,358000,https://www.99.co/singapore/sale/property/150a-corporation-drive-hdb-ghZ2cL8oAoSrCmsFjJCuEQ,5.0,1Bed,1
Ang Mo Kio,HDB 4 Room,619,Ang Mo Kio Avenue 4,,619 Ang Mo Kio Avenue 4,,,107,72,690000,https://www.99.co/singapore/sale/property/619-ang-mo-kio-avenue-4-hdb-gUHBxo8nUycSCiCBsBh3iM,27.0,3,2
Ang Mo Kio,HDB 5 Room,260B,Ang Mo Kio Street 21,,260B Ang Mo Kio Street 21,,,112,94,1188888,https://www.99.co/singapore/sale/property/260b-ang-mo-kio-street-21-hdb-9ZwxAjeJGRZ4aTujzJziT9,5.0,3,2
Woodlands,HDB 4 Room,357,Woodlands Avenue 5,,357 Woodlands Avenue 5,,,143,72,900000,https://www.99.co/singapore/sale/property/357-woodlands-avenue-5-hdb-VrZoPvp6Haca6bnrQ4igGa,27.0,4,3
Tampines,HDB Executive,938,Tampines,,938 Tamp,,,146,64,898000,https://www.99.co/singapore/sale/property/938-tampines-avenue-5-hdb-djwA9jiViEk2KAwxQEtLRg,35.0,4,3
Jelapang,HDB 5 Room,522,Jelapang Road,,522 Jelapang Road,,,119,74,628000,https://www.99.co/singapore/sale/property/522-jelapang-road-hdb-YWHBK5NYyUQKLCpacTf3kh,25.0,3,2
Lengkong Tiga,HDB 4 Room,113,Lengkong Tiga,,113 Lengkong Tiga,,,108,65,728000,https://www.99.co/singapore/sale/property/113-lengkong-tiga-hdb-7KirkfA2P5wpwCJqhH3XMb,34.0,3,2
Tampines,HDB 4 Room,361,Tampines,,361 Tamp,,,127,72,720000,https://www.99.co/singapore/sale/property/361-tampines-street-34-hdb-9275u7BHF6faAnqPfCvfAJ,27.0,4,2
Yishun,HDB 4 Room,676C,Yishun Road,,676C Yishun Road,,,92,94,565000,https://www.99.co/singapore/sale/property/676c-yishun-ring-road-hdb-5Dd7fYj3bEpSiZuvDDGEUA,5.0,3,2
Taman Ho Swee,HDB 3 Room,12,Taman Ho Swee,,12 Taman Ho Swee,,,53,46,320000,https://www.99.co/singapore/sale/property/12-taman-ho-swee-hdb-EPMJUfn2aLmizexERSLkbR,53.0,2,1
Tampines,HDB 4 Room,251,Tampines,,251 Tamp,,,101,61,595000,https://www.99.co/singapore/sale/property/251-tampines-street-21-hdb-5KFEjLFcrikuPfEpUpLLV7,38.0,3,2
Bedok North,HDB 3 Room,426,Bedok North Road,,426 Bedok North Road,,,66,55,420000,https://www.99.co/singapore/sale/property/426-bedok-north-road-hdb-mkywHqojTUicng3zpq83CL,44.0,3,2
Bukit Batok West,HDB 4 Room,461A,Bukit Batok West Avenue 8,,461A Bukit Batok West Avenue 8,,,92,95,680000,https://www.99.co/singapore/sale/property/461a-bukit-batok-west-avenue-8-hdb-UrskP8bYGdATFpxRtGBvUV,4.0,3,2
Hougang,HDB 3 Room,704,Hougang Avenue 2,,704 Hougang Avenue 2,,,72,61,410000,https://www.99.co/singapore/sale/property/704-hougang-avenue-2-hdb-gf2QMUyHhnhtdTQsbwBDqt,38.0,2,2
Yishun,HDB 5 Room,676C,Yishun Road,,676C Yishun Road,,,112,94,728000,https://www.99.co/singapore/sale/property/676c-yishun-ring-road-hdb-Mse5fMR7PzzeeK5xVZDMbz,5.0,3,2
Potong Pasir,HDB 3 Room,134,Potong Pasir Avenue 3,,134 Potong Pasir Avenue 3,,,73,60,480000,https://www.99.co/singapore/sale/property/134-potong-pasir-avenue-3-hdb-UoAWVz2QxsW5LTWvNknT5A,39.0,2,2
Senja,HDB 4 Room,635B,Senja Road,,635B Senja Road,,,92,91,648000,https://www.99.co/singapore/sale/property/635b-senja-road-hdb-is4PXCogoS4PtTRCEJJYWm,8.0,3,2
Bedok Reservoir,HDB 3 Room,105,Bedok Reservoir Road,,105 Bedok Reservoir Road,,,66,61,399000,https://www.99.co/singapore/sale/property/105-bedok-reservoir-road-hdb-bFyc8g7oArW6LGN5AxbHS8,38.0,2,2
Tanjong Pagar Plaza,HDB 3 Room,4,Tanjong Pagar Plaza,,4 Tanjong Pagar Plaza,,,58,53,560000,https://www.99.co/singapore/sale/property/4-tanjong-pagar-plaza-hdb-dr6j3QAWpXZ3HDiLgqrKoC,46.0,2,1
Buangkok Crescent,HDB 5 Room,978D,Buangkok Crescent,,978D Buangkok Crescent,,,109,79,548000,https://www.99.co/singapore/sale/property/978d-buangkok-crescent-hdb-hUjWnehiN6LPPz5FvHkjVr,20.0,3,2
Corporation,HDB 3 Room,150A,Corporation Drive,,150A Corporation Drive,,,68,94,480000,https://www.99.co/singapore/sale/property/150a-corporation-drive-hdb-igw9FN83Zk2TncXDoQPbNf,5.0,2,2
Bukit Batok West,HDB 2 Room,448B,Bukit Batok West Avenue 9,,448B Bukit Batok West Avenue 9,,,37,95,340000,https://www.99.co/singapore/sale/property/448b-bukit-batok-west-avenue-9-hdb-U8pE6d3DdVRgiyjnK8ZosM,4.0,1Bed,1
Upper Cross,HDB 3 Room,34,Upper Cross Street,,34 Upper Cross Street,,,65,51,438000,https://www.99.co/singapore/sale/property/34-upper-cross-street-hdb-BV65wkdsqf8fQnrCSVpZJ6,48.0,2,1
Sembawang Close,HDB 3 Room,341A,Sembawang Close,,341A Sembawang Close,,,111,77,748000,https://www.99.co/singapore/sale/property/341a-sembawang-close-hdb-8f63jYJHHwmft8Zqauop6d,22.0,3,2
Jurong West,HDB 5 Room,923,Jurong West Street 92,,923 Jurong West Street 92,,,121,65,598000,https://www.99.co/singapore/sale/property/923-jurong-west-street-92-hdb-PXio8WottZrJPTBdNsyoGG,34.0,3,2
Compassvale,HDB 4 Room,259B,Compassvale Road,,259B Compassvale Road,,,84,77,525000,https://www.99.co/singapore/sale/property/259b-compassvale-road-hdb-HnN5enXan6YzSmBAfWM7yy,22.0,3,2
Bukit Batok West,HDB 2 Room,448,Bukit Batok West Avenue 9,,448 Bukit Batok West Avenue 9,,,37,95,357999,https://www.99.co/singapore/sale/property/448-bukit-batok-west-avenue-9-hdb-6WScAYSeXyhTdAJdQ89jKZ,4.0,1Bed,1
Fernvale,HDB 3 Room,436D,Fernvale Road,,436D Fernvale Road,,,69,86,469000,https://www.99.co/singapore/sale/property/436d-fernvale-road-hdb-md2QMLeYsZpYJu2JKsY7UD,13.0,2,2
Edgefield,HDB 5 Room,104B,Edgefield Plains,,104B Edgefield Plains,,,109,79,588000,https://www.99.co/singapore/sale/property/104b-edgefield-plains-hdb-8QGVqL8tgAK7X6DbCbRb4W,20.0,3,2
Sumang Walk,HDB 3 Room,326C,Sumang Walk,,326C Sumang Walk,,,68,94,489000,https://www.99.co/singapore/sale/property/326c-sumang-walk-hdb-ZD4ha22nZHzhmxr5dBvG6w,5.0,2,2
Edgefield,HDB 4 Room,673C,Edgefield Plains,,673C Edgefield Plains,,,90,91,590000,https://www.99.co/singapore/sale/property/673c-edgefield-plains-hdb-eE5R6FPTfb8haB9fvBWFNA,8.0,3,2
