UID,Price,Type,Title,Links,Sub Heading
2370,"$1,000",Room for Rent , Toa Payoh,https://rentinsingapore.com.sg/rooms-for-rent/ID675503,1 min walk Toa Payoh MRT - $1000 for 1 pax (any gender) ; $1200 for couple / 2 ladies 
2371,"$1,200",Room for Rent , Toa Payoh,https://rentinsingapore.com.sg/rooms-for-rent/ID675502,1 min walk Toa Payoh MRT - $1000 for 1 pax (any gender) ; $1200 for couple / 2 ladies 
2372,$650,Room for Rent , Ang Mo Kio,https://rentinsingapore.com.sg/rooms-for-rent/ID675501,Blk 611 Ang Mo Kio - $650/1 pax (male)
2373,$650,Room for Rent , Pasir Ris,https://rentinsingapore.com.sg/rooms-for-rent/ID675499,"Blk 229 Pasir Ris - $650 for 1 guy with WiFi, no aircon "
2374,$900,Room for Rent , Yishun,https://rentinsingapore.com.sg/rooms-for-rent/ID675498,"Blk 475b Yishun - $900 for 2 guys (aircon + wifi) - ALL RACES, $450 for 1 guy "
2375,$950,Room for Rent , Ang Mo Kio,https://rentinsingapore.com.sg/rooms-for-rent/ID675497,Blk 211 AMK - walk to AMK mrt - $950 for 2 guys (WiFi)
2376,$800,Room for Rent , Bukit Batok,https://rentinsingapore.com.sg/rooms-for-rent/ID675496,Blk 325 Bt Batok - $800 for 1 guy (ceiling fan + wifi + cooking) - indian house 
2377,$650,Room for Rent , Bukit Panjang,https://rentinsingapore.com.sg/rooms-for-rent/ID675495,"Blk 614 Senja Road - $650 for 1 lady (WiFI, No Aircon) - lady environment "
2378,$700,Room for Rent , Hougang,https://rentinsingapore.com.sg/rooms-for-rent/ID675494,Blk 926 Hougang - 1 lady (Wifi) - opposite Hougang 1
2379,$900,Room for Rent , Jurong East,https://rentinsingapore.com.sg/rooms-for-rent/ID675493,Blk 40 Teban Garden - $900 for 1 lady (Aircon + WiFi) 
2380,$800,Room for Rent , Yishun,https://rentinsingapore.com.sg/rooms-for-rent/ID676202,Nice room @ Blk 424c Yishun - $800 for 1 lady 
2381,$500,Room for Rent , Toa Payoh,https://rentinsingapore.com.sg/rooms-for-rent/ID676145,Share Room Blk 115 Lor 1 Toa Payoh @$500
2382,$600,Room for Rent , Yishun,https://rentinsingapore.com.sg/rooms-for-rent/ID676151,Master room at yishun($600)
2383,"$1,410",Room for Rent , Simei,https://rentinsingapore.com.sg/rooms-for-rent/ID676160,Common Room for rent (1 pax only)
2384,"$1,300",Room for Rent , Macpherson,https://rentinsingapore.com.sg/rooms-for-rent/ID676157,Common Room for Rental for Family
2385,$900,Room for Rent , Sengkang,https://rentinsingapore.com.sg/rooms-for-rent/ID676185,2 Common Rooms for Single Female Occupancy
2386,"$1,850",Room for Rent , Paya Lebar,https://rentinsingapore.com.sg/rooms-for-rent/ID676180,Big & Bright Master Room@Paya Lebar MRT - No Agent Fee
2387,$600,Room for Rent , Hougang,https://rentinsingapore.com.sg/rooms-for-rent/ID676182,7 minutes walk from Buangkok MRT
2388,$600,Room for Rent , Hougang,https://rentinsingapore.com.sg/rooms-for-rent/ID676184,7 minutes walk from Buangkok MRT
2389,$750,Room for Rent , Woodlands,https://rentinsingapore.com.sg/rooms-for-rent/ID676179,Common room at 687a woodlands drive 75 for rent! Aircon wifi! 
2390,"$2,900",Room for Rent , River Valley,https://rentinsingapore.com.sg/rooms-for-rent/ID675443,"Privacy, no owner, Huge Master room at UE Square, Near Fort Canning Mrt"
2391,"$6,000",Whole Unit , Changi,https://rentinsingapore.com.sg/rooms-for-rent/ID675442,4bedrooms at Hedges Park Condominium with Huge Patio and Nice Pool View
2392,"$9,999",Whole Unit , Sentosa,https://rentinsingapore.com.sg/rooms-for-rent/ID675441,"Beautiful Sea & Pool view with nice huge patio , 4+1bedroom, The Coast"
2393,"$9,999",Whole Unit , River Valley,https://rentinsingapore.com.sg/rooms-for-rent/ID675440,"Nice layout Penthouse 5Bedrooms + 1 Family beside CBD, Mrt, Clarke Quay, Aspen Heights"
2394,"$9,999",Whole Unit , Orchard,https://rentinsingapore.com.sg/rooms-for-rent/ID675439,"3bedrooms Loft with high ceiling, Good size Balcony, Lloyd Sixtyfive at Prime Location"
2395,"$9,999",Whole Unit , Newton,https://rentinsingapore.com.sg/rooms-for-rent/ID675438,"PentHouse 2 storey, Duplex, Sky Terrace, Roof top pool, Jacuzzi, Out door patio , 4bedroom + Family"
2396,"$9,999",Whole Unit , Newton,https://rentinsingapore.com.sg/rooms-for-rent/ID675437,"4 bedrooms Duplex, Jacuzzi at Balcony with Sky Garden at The Oliv @ Balmoral"
2397,"$9,999",Whole Unit , Tanglin,https://rentinsingapore.com.sg/rooms-for-rent/ID675436,Good layout 4br + 1maid's with Private lift 3186sqft at Ardmore Residences
2398,"$5,500",Whole Unit , Orchard,https://rentinsingapore.com.sg/rooms-for-rent/ID675435,2Bedroom + 2Bathroom + S + 2 Good size Balcony at The Peak @ Cairnhill II
2399,"$9,999",Whole Unit , Bukit Timah,https://rentinsingapore.com.sg/rooms-for-rent/ID675434,"3 Storey Bungalow House with Private Lift, 5 Bedrooms En-Suite"
2400,"$1,100",Room for Rent , Boon Lay,https://rentinsingapore.com.sg/rooms-for-rent/ID140243,Cosy room for rent @ Lakeside Towers
2401,"$1,300",Room for Rent , Punggol,https://rentinsingapore.com.sg/rooms-for-rent/ID654859,Superb LOCATION. ALL New. FULLY furnished. MRT + LRT in front. 
2402,"$1,300",Room for Rent , Punggol,https://rentinsingapore.com.sg/rooms-for-rent/ID654861,"SUPERB LOCATION! RARE, NEW. MRT, LRT, Mall."
2403,$900,Room for Rent , Toa Payoh,https://rentinsingapore.com.sg/rooms-for-rent/ID333721,Toa Payoh Central (Red MRT Line) 红线靠近大巴窑地铁站 - 普通的卧室房出租 
2404,$900,Room for Rent , Toa Payoh,https://rentinsingapore.com.sg/rooms-for-rent/ID333722,Toa Payoh Central (Red MRT Line) 红线靠近大巴窑地铁站 - 普通的卧室房出租 
2405,$800,Room for Rent , Marine Parade,https://rentinsingapore.com.sg/rooms-for-rent/ID609451,Marine Parade room for rent
2406,"$1,000",Room for Rent , Bukit Panjang,https://rentinsingapore.com.sg/rooms-for-rent/ID204738,Condo Large Common Room For Rent Opposite Mrt Station
2407,$850,Room for Rent , Sembawang,https://rentinsingapore.com.sg/rooms-for-rent/ID335805,Common room @ 362 sembawang cres
2408,$750,Room for Rent , Serangoon,https://rentinsingapore.com.sg/rooms-for-rent/ID675412,"Prefer one lady,,, Common room for Rent (Serangoon)"
2409,"$1,150",Room for Rent , Choa Chu Kang,https://rentinsingapore.com.sg/rooms-for-rent/ID654346,Common Rooms at Condo Opposite Keat Hong LRT
2410,"$1,500",Room for Rent , Punggol,https://rentinsingapore.com.sg/rooms-for-rent/ID603800,"Master Bed Room with Attached Washroom that Includes WiFI and Utilities,Aircon"
2411,"$1,300",Room for Rent , Yishun,https://rentinsingapore.com.sg/rooms-for-rent/ID675363,Common room at Skies Miltonia for rent! Aircon wifi! 
2412,"$1,300",Room for Rent , Clementi,https://rentinsingapore.com.sg/rooms-for-rent/ID675355,"Convenient, quiet location"
2413,$900,Room for Rent , Rochor,https://rentinsingapore.com.sg/rooms-for-rent/ID675352,"2mins walk to Jalan Besar Mrt, Common room at Veerasamy Road, Near Mrt, Bugis, Foods etc..."
2414,$700,Room for Rent , Bukit Panjang,https://rentinsingapore.com.sg/rooms-for-rent/ID675351,"Good size common room, 3mins walk to Fajar Lrt, food courts, supermarket"
2415,"$1,200",Room for Rent , Sembawang,https://rentinsingapore.com.sg/rooms-for-rent/ID675350,Common room at Visionaire for rent! Aircon wifi! 
2416,"$1,500",Room for Rent , Pasir Ris,https://rentinsingapore.com.sg/rooms-for-rent/ID675349,"Female environment, Common rm with attached bathroom at D'Nest, 7mins walk Mrt"
2417,"$1,450",Room for Rent , Pasir Ris,https://rentinsingapore.com.sg/rooms-for-rent/ID675348,"Female environment, Nice Pool view Common room at D'Nest, 7mins walk to Pasir Ris Mrt/ Shopping Mall"
2418,"$3,600",Room for Rent , CBD,https://rentinsingapore.com.sg/rooms-for-rent/ID675347,"No owner, Huge Master rm w good size balcony & attached bathrm, Video Tour available on request"
2419,"$1,800",Room for Rent , CBD,https://rentinsingapore.com.sg/rooms-for-rent/ID675346,"No owner, Expat Common room at One Devonshire near Somerset Mrt"
2420,$900,Room for Rent , Clementi,https://rentinsingapore.com.sg/rooms-for-rent/ID675455,Blk 40 Teban Garden - $900 for 1 lady (Aircon + WiFi) 
2421,$900,Room for Rent , Jurong East,https://rentinsingapore.com.sg/rooms-for-rent/ID675454,Blk 40 Teban Garden - $900 for 1 lady (Aircon + WiFi) 
2422,"$1,000",Room for Rent , Tampines,https://rentinsingapore.com.sg/rooms-for-rent/ID606126,Indian Tamil Owner Looking Indian Tenants(2 pax)
2423,$900,Room for Rent , Farrer Park,https://rentinsingapore.com.sg/rooms-for-rent/ID675450,"2mins walk to Jalan Besar Mrt, Common room at Veerasamy Road, Near Mrt, Bugis, Foods etc..."
2424,$700,Room for Rent , Bukit Panjang,https://rentinsingapore.com.sg/rooms-for-rent/ID675449,"Good size common room, 3mins walk to Fajar Lrt, food courts, supermarket"
2425,"$1,500",Room for Rent , Pasir Ris,https://rentinsingapore.com.sg/rooms-for-rent/ID675448,"Female environment, Common rm with attached bathroom at D'Nest, 7mins walk Mrt"
2426,"$1,450",Room for Rent , Pasir Ris,https://rentinsingapore.com.sg/rooms-for-rent/ID675447,"Female environment, Nice Pool view Common room at D'Nest, 7mins walk to Pasir Ris Mrt/ Shopping Mall"
2427,"$3,600",Room for Rent , Orchard,https://rentinsingapore.com.sg/rooms-for-rent/ID675446,"No owner, Huge Master rm w good size balcony & attached bathrm, Video Tour available on request"
2428,"$1,800",Room for Rent , Orchard,https://rentinsingapore.com.sg/rooms-for-rent/ID675445,"No owner, Expat Common room at One Devonshire near Somerset Mrt"
2429,"$1,900",Room for Rent , River Valley,https://rentinsingapore.com.sg/rooms-for-rent/ID675444,"Privacy, no owner, common room at UE Square, Near Fort Canning Mrt"
2430,"$9,999",Whole Unit , Bukit Timah,https://rentinsingapore.com.sg/rooms-for-rent/ID675433,"7bedrooms with Private Pool at Goodwood Crescent, near CBD/Town area"
2431,"$9,999",Whole Unit , Orchard,https://rentinsingapore.com.sg/rooms-for-rent/ID675432,"SkyPark @ Somerset, Bungalow in the Sky Duplex with Sky Garden 4bedrooms"
2432,"$9,999",Whole Unit , Orchard,https://rentinsingapore.com.sg/rooms-for-rent/ID675431,Penthouse 2Bedroom + 2Bathroom + 2 Good size Balcony at The Peak @ Cairnhill II
2433,"$9,999",Whole Unit , Orchard,https://rentinsingapore.com.sg/rooms-for-rent/ID675430,"Prime Location, Lloyd Sixtyfive, 3bedrooms Loft with high ceiling, Good size Balcony"
2434,"$1,600",Room for Rent , Sengkang,https://rentinsingapore.com.sg/rooms-for-rent/ID674786,Master bedroom and common room available opposite to Sengkang MRT
2435,"$4,500",Whole Unit , Kallang,https://rentinsingapore.com.sg/rooms-for-rent/ID675403,Rare! Corner HDB 4rooms Kallang Blk 3A Upper Boon Keng Road whole unit for rent
2436,$900,Room for Rent , Joo Chiat,https://rentinsingapore.com.sg/rooms-for-rent/ID675422,Room for rent-Eunos
2437,"$1,100",Room for Rent , Hougang,https://rentinsingapore.com.sg/rooms-for-rent/ID675395,"No owner, coliving space, fully furnished, wifi & utility included."
2438,$850,Room for Rent , Choa Chu Kang,https://rentinsingapore.com.sg/rooms-for-rent/ID675402,Common Room at Choa Chu Kang Crescent
2439,"$1,350",Room for Rent , Pasir Ris,https://rentinsingapore.com.sg/rooms-for-rent/ID675418,"Capstone Co-living, renovated and don't miss with pool view"
2440,$600,Room for Rent , Jurong East,https://rentinsingapore.com.sg/rooms-for-rent/ID675290,Blk 218 Jurong East - $600 for 1 guy ; $800 for 2 guys (WiFi) 
2441,"$1,200",Room for Rent , Toa Payoh,https://rentinsingapore.com.sg/rooms-for-rent/ID675289,1 min walk Toa Payoh MRT - $1000 for 1 pax (any gender) ; $1200 for couple / 2 ladies 
2442,"$1,000",Room for Rent , Toa Payoh,https://rentinsingapore.com.sg/rooms-for-rent/ID675288,1 min walk Toa Payoh MRT - $1000 for 1 pax (any gender) ; $1200 for couple / 2 ladies 
2443,"$1,400",Room for Rent , Tiong Bahru,https://rentinsingapore.com.sg/rooms-for-rent/ID675287,2 x renovated room @ Blk 119d Kim Tian Road - $1400 for 1 lady (Aircon + WiFi) 
2444,"$1,000",Room for Rent , Tampines,https://rentinsingapore.com.sg/rooms-for-rent/ID675286,Renovated room - Blk 625B Tampines - $1000 for 1 guy (Aircon + WiFi)
2445,"$1,000",Room for Rent , Ang Mo Kio,https://rentinsingapore.com.sg/rooms-for-rent/ID675285,3 mins walk AMK MRT - lady environment - Blk 716 AMK - $1000 for 1 lady 
2446,$450,Room for Rent , Ang Mo Kio,https://rentinsingapore.com.sg/rooms-for-rent/ID675284,Share room @ Blk 255 Ang Mo Kio - $450 for 1 guy (WiFi) - indian house
2447,$650,Room for Rent , Hougang,https://rentinsingapore.com.sg/rooms-for-rent/ID675283,Blk 611 Ang Mo Kio - $650/1 pax (1 guy)
2448,$650,Room for Rent , Ang Mo Kio,https://rentinsingapore.com.sg/rooms-for-rent/ID675282,Blk 611 Ang Mo Kio - $650/1 pax (1 guy)
2449,$750,Room for Rent , Bukit Batok,https://rentinsingapore.com.sg/rooms-for-rent/ID675281,Blk 283 Bt Batok - $750 for 1 lady (WiFi) 
2450,$700,Room for Rent , Hougang,https://rentinsingapore.com.sg/rooms-for-rent/ID675397,Blk 926 Hougang - $700 for 1 lady 
2451,$980,Room for Rent , Tampines,https://rentinsingapore.com.sg/rooms-for-rent/ID675293,"COSY, QUIET AND COMFORTABLE"
2452,"$6,300",Whole Unit , Farrer Park,https://rentinsingapore.com.sg/rooms-for-rent/ID675361,3 Bed Sturdee Residences (Corner lot and Unblocked View)
2453,"$1,400",Room for Rent , Bedok,https://rentinsingapore.com.sg/rooms-for-rent/ID675387,2 Common Rooms For Rent
2454,"$1,900",Room for Rent , Orchard,https://rentinsingapore.com.sg/rooms-for-rent/ID675392,Nicely Renovated Room in Orchard
2455,"$2,400",Room for Rent , Orchard,https://rentinsingapore.com.sg/rooms-for-rent/ID675393,Brand New Rooms in Orchard
2456,"$1,150",Room for Rent , Balestier,https://rentinsingapore.com.sg/rooms-for-rent/ID664135,"No owner, coliving space, fully furnished, wifi utility included"
2457,$700,Room for Rent , Changi,https://rentinsingapore.com.sg/rooms-for-rent/ID664095,"No owner, coliving space, fully furnished, wifi utility included"
2458,$600,Room for Rent , Punggol,https://rentinsingapore.com.sg/rooms-for-rent/ID675383,High floor nice common room for rent 
2459,"$1,300",Room for Rent , Potong Pasir,https://rentinsingapore.com.sg/rooms-for-rent/ID657589,Clean and Cosy Fully Furnished and Well Designed Room in Northeast and Central Singapore 
2460,$700,Room for Rent , Bukit Batok,https://rentinsingapore.com.sg/rooms-for-rent/ID675492,"Master & common @ Blk 289g Bt Batok - $700 for 1 guy, master room for 2 pax "
2461,$650,Room for Rent , Ang Mo Kio,https://rentinsingapore.com.sg/rooms-for-rent/ID675488,Blk 611 Ang Mo Kio - $650/1 pax (1 guy)
2462,"$1,000",Room for Rent , Ang Mo Kio,https://rentinsingapore.com.sg/rooms-for-rent/ID675486,Renovated room @ Blk 428 AMK - $1000 /1 guy (Aircon + WiFi)
2463,$800,Room for Rent , Jurong East,https://rentinsingapore.com.sg/rooms-for-rent/ID675485,Blk 218 Jurong East - $600 for 1 guy ; $800 for 2 guys (WiFi) 
2464,$600,Room for Rent , Jurong East,https://rentinsingapore.com.sg/rooms-for-rent/ID675484,Blk 218 Jurong East - $600 for 1 guy ; $800 for 2 guys (WiFi) 
2465,"$1,200",Room for Rent , Toa Payoh,https://rentinsingapore.com.sg/rooms-for-rent/ID675483,1 min walk Toa Payoh MRT - $1000 for 1 pax (any gender) ; $1200 for couple / 2 ladies 
2466,"$1,000",Room for Rent , Toa Payoh,https://rentinsingapore.com.sg/rooms-for-rent/ID675482,1 min walk Toa Payoh MRT - $1000 for 1 pax (any gender) ; $1200 for couple / 2 ladies 
2467,"$1,400",Room for Rent , CBD,https://rentinsingapore.com.sg/rooms-for-rent/ID675481,2 x renovated room @ Blk 119d Kim Tian Road - $1400 for 1 lady (Aircon + WiFi) 
2468,"$1,400",Room for Rent , Tiong Bahru,https://rentinsingapore.com.sg/rooms-for-rent/ID675479,2 x renovated room @ Blk 119d Kim Tian Road - $1400 for 1 lady (Aircon + WiFi) 
2469,"$1,000",Room for Rent , Pasir Ris,https://rentinsingapore.com.sg/rooms-for-rent/ID675478,Renovated room - Blk 625B Tampines - $1000 for 1 guy (Aircon + WiFi)
2470,$650,Room for Rent , Tampines,https://rentinsingapore.com.sg/rooms-for-rent/ID675279,"Blk 229 Pasir Ris - $650 for 1 guy with WiFi, no aircon "
2471,$650,Room for Rent , Pasir Ris,https://rentinsingapore.com.sg/rooms-for-rent/ID675278,"Blk 229 Pasir Ris - $650 for 1 guy with WiFi, no aircon "
2472,"$1,500",Room for Rent , Queenstown,https://rentinsingapore.com.sg/rooms-for-rent/ID675277,Master room @ Blk 49 Strathmore Ave - $1500 for 1 guy 
2473,$900,Room for Rent , Yishun,https://rentinsingapore.com.sg/rooms-for-rent/ID675276,"Blk 475b Yishun - $900 for 2 guys (aircon + wifi) - ALL RACES, $450 for 1 guy "
2474,$450,Room for Rent , Yishun,https://rentinsingapore.com.sg/rooms-for-rent/ID675275,"Blk 475b Yishun - $900 for 2 guys (aircon + wifi) - ALL RACES, $450 for 1 guy "
2475,$450,Room for Rent , Ang Mo Kio,https://rentinsingapore.com.sg/rooms-for-rent/ID675274,Share room @ Blk 255 Ang Mo Kio - $450 for 1 guy (WiFi) - indian house
2476,"$1,300",Room for Rent , Bukit Merah,https://rentinsingapore.com.sg/rooms-for-rent/ID675273,No owner is staying! Common room at 148 silat avenue for rent! Aircon wifi! 
2477,$950,Room for Rent , Ang Mo Kio,https://rentinsingapore.com.sg/rooms-for-rent/ID675272,Blk 211 AMK - walk to AMK mrt - $950 for 2 guys (WiFi)
2478,$800,Room for Rent , Bukit Batok,https://rentinsingapore.com.sg/rooms-for-rent/ID675271,Blk 325 Bt Batok - $800 for 1 guy (ceiling fan + wifi + cooking) - indian house 
2479,$650,Room for Rent , Bukit Panjang,https://rentinsingapore.com.sg/rooms-for-rent/ID675270,"Blk 614 Senja Road - $650 for 1 lady (WiFI, No Aircon) - lady environment "
2480,"$1,000",Room for Rent , Bukit Batok,https://rentinsingapore.com.sg/rooms-for-rent/ID675466,Master room @ Blk 289g Bt Batok - $1000 for 2 pax (Wifi)
2481,$700,Room for Rent , Bukit Batok,https://rentinsingapore.com.sg/rooms-for-rent/ID675465,"Master & common @ Blk 289g Bt Batok - $700 for 1 guy, master room for 2 pax "
2482,$950,Room for Rent , Ang Mo Kio,https://rentinsingapore.com.sg/rooms-for-rent/ID675464,Blk 211 AMK - walk to AMK mrt - $950 for 2 guys (WiFi)
2483,$800,Room for Rent , Jurong East,https://rentinsingapore.com.sg/rooms-for-rent/ID675463,Blk 325 Bt Batok - $800 for 1 guy (ceiling fan + wifi + cooking) - indian house 
2484,$800,Room for Rent , Bukit Batok,https://rentinsingapore.com.sg/rooms-for-rent/ID675462,Blk 325 Bt Batok - $800 for 1 guy (aircon + wifi + cooking) - indian house 
2485,$650,Room for Rent , Bukit Batok,https://rentinsingapore.com.sg/rooms-for-rent/ID675461,"Blk 614 Senja Road - $650 for 1 lady (WiFI, No Aircon) - lady environment "
2486,$700,Room for Rent , Bukit Panjang,https://rentinsingapore.com.sg/rooms-for-rent/ID675460,"Blk 614 Senja Road - $650 for 1 lady (WiFI, No Aircon) - lady environment "
2487,"$1,200",Room for Rent , Hougang,https://rentinsingapore.com.sg/rooms-for-rent/ID675459,Blk 621 Hougang - $1200/2 pax ; $1000 for 1 pax (AIRCON + WIFI) 
2488,$700,Room for Rent , Ang Mo Kio,https://rentinsingapore.com.sg/rooms-for-rent/ID675457,Blk 926 Hougang - 1 lady (Wifi) - opposite Hougang 1
2489,$700,Room for Rent , Hougang,https://rentinsingapore.com.sg/rooms-for-rent/ID675456,Blk 926 Hougang - 1 lady (Wifi) - opposite Hougang 1
2490,"$1,900",Room for Rent , CBD,https://rentinsingapore.com.sg/rooms-for-rent/ID675345,"Privacy, no owner, common room at UE Square, Near Fort Canning Mrt"
2491,"$2,900",Room for Rent , CBD,https://rentinsingapore.com.sg/rooms-for-rent/ID675344,"Privacy, no owner, Huge Master room at UE Square, Near Fort Canning Mrt"
2492,"$9,999",Whole Unit , CBD,https://rentinsingapore.com.sg/rooms-for-rent/ID675343,Good layout 4br + 1maid's with Private lift 3186sqft at Ardmore Residences
2493,"$6,000",Whole Unit , Changi,https://rentinsingapore.com.sg/rooms-for-rent/ID675342,4bedrooms at Hedges Park Condominium with Huge Patio and Nice Pool View
2494,"$9,999",Whole Unit , Sentosa,https://rentinsingapore.com.sg/rooms-for-rent/ID675341,"Beautiful Sea & Pool view with nice huge patio , 4+1bedroom, The Coast"
2495,"$9,999",Whole Unit , CBD,https://rentinsingapore.com.sg/rooms-for-rent/ID675340,"Nice layout Penthouse 5Bedrooms + 1 Family beside CBD, Mrt, Clarke Quay, Aspen Heights"
2496,"$9,999",Whole Unit , CBD,https://rentinsingapore.com.sg/rooms-for-rent/ID675339,"4 bedrooms Duplex, Jacuzzi at Balcony with Sky Garden at The Oliv @ Balmoral"
2497,"$9,999",Whole Unit , CBD,https://rentinsingapore.com.sg/rooms-for-rent/ID675338,"PentHouse 2 storey, Duplex, Sky Terrace, Roof top pool, Jacuzzi, Out door patio , 4bedroom + Family"
2498,"$5,500",Whole Unit , CBD,https://rentinsingapore.com.sg/rooms-for-rent/ID675337,2Bedroom + 2Bathroom + S + 2 Good size Balcony at The Peak @ Cairnhill II
2499,"$9,999",Whole Unit , Bukit Timah,https://rentinsingapore.com.sg/rooms-for-rent/ID675336,"3 Storey Bungalow House with Private Lift, 5 Bedrooms En-Suite"
2500,"$1,200",Room for Rent , Hougang,https://rentinsingapore.com.sg/rooms-for-rent/ID675269,Blk 621 Hougang - $1200/2 pax ; $1000 for 1 pax (AIRCON + WIFI) 
2501,$700,Room for Rent , Ang Mo Kio,https://rentinsingapore.com.sg/rooms-for-rent/ID675268,Blk 926 Hougang - 1 lady (Wifi) - opposite Hougang 1
2502,$700,Room for Rent , Hougang,https://rentinsingapore.com.sg/rooms-for-rent/ID675267,Blk 926 Hougang - 1 lady (Wifi) - opposite Hougang 1
2503,$850,Room for Rent , Bukit Batok,https://rentinsingapore.com.sg/rooms-for-rent/ID675264,Common room at 406 bukit batok west avenue 7 for rent! Aircon wifi! 
2504,"$1,500",Room for Rent , Sengkang,https://rentinsingapore.com.sg/rooms-for-rent/ID675216,Buangkok mrt above
2505,$900,Room for Rent , Lavender,https://rentinsingapore.com.sg/rooms-for-rent/ID675246,Common Room $900 @Lavender MRT with Wifi
2506,"$1,200",Room for Rent , Woodlands,https://rentinsingapore.com.sg/rooms-for-rent/ID675248,Common Room for Single or Couple 
2507,"$1,200",Room for Rent , Woodlands,https://rentinsingapore.com.sg/rooms-for-rent/ID675251,Common Room for Single or Couple 
2508,"$1,000",Room for Rent , Marsiling,https://rentinsingapore.com.sg/rooms-for-rent/ID675243,2 fully aircon common rooms @214 Marsiling Lane for rent. Beautiful unblock seaview and high floor.
2509,"$1,700",Room for Rent , Yishun,https://rentinsingapore.com.sg/rooms-for-rent/ID675258,Master bed for rent at yishun 
2510,"$1,000",Room for Rent , Punggol,https://rentinsingapore.com.sg/rooms-for-rent/ID516866,2 rooms for rent at punggol
2511,"$2,300",Room for Rent , Punggol,https://rentinsingapore.com.sg/rooms-for-rent/ID675793,Ensuite room at River Isles for rent! Aircon wifi! 
2512,"$2,350",Room for Rent , River Valley,https://rentinsingapore.com.sg/rooms-for-rent/ID551614,"Studio Apartment Near Orchard Road, Great World City, River Valley, CBD"
2513,"$2,350",Whole Unit , River Valley,https://rentinsingapore.com.sg/rooms-for-rent/ID551619,"Studio Apartment Near Orchard Road, Great World City, River Valley, CBD"
2514,"$2,350",Whole Unit , River Valley,https://rentinsingapore.com.sg/rooms-for-rent/ID552067,"Studio Apartment Near Orchard Road, Great World City, River Valley, CBD"
2515,"$2,350",Room for Rent , River Valley,https://rentinsingapore.com.sg/rooms-for-rent/ID552072,"Studio Apartment Near Orchard Road, Great World City, River Valley, CBD"
2516,"$1,800",Room for Rent , Woodlands,https://rentinsingapore.com.sg/rooms-for-rent/ID675719,Designer MASTER ROOM for rent
2517,"$1,600",Room for Rent , Bukit Merah,https://rentinsingapore.com.sg/rooms-for-rent/ID675724,Master Bedroom for Rental in Redhil/CBD/Bukit merah Estate
2518,"$1,100",Room for Rent , Macpherson,https://rentinsingapore.com.sg/rooms-for-rent/ID675741,Ensuite bedroom in a landed house 
2519,$450,Room for Rent , Bedok,https://rentinsingapore.com.sg/rooms-for-rent/ID675737,SHARING ROOM WITH BACHELORS
2520,"$1,600",Room for Rent , Kallang,https://rentinsingapore.com.sg/rooms-for-rent/ID663425,Cosy Comfortable Clean Convenient Condo Room in Kallang
2521,"$1,200",Room for Rent , Ang Mo Kio,https://rentinsingapore.com.sg/rooms-for-rent/ID259406,Room For Rent - Ang Mo Kio $1200 (including wifi and utility)
2522,"$1,100",Room for Rent , Ang Mo Kio,https://rentinsingapore.com.sg/rooms-for-rent/ID259496,"Room For Rent - Ang Mo Kio $1100 (including wifi and utility), avai immediately"
2523,$800,Room for Rent , Bukit Batok,https://rentinsingapore.com.sg/rooms-for-rent/ID675380,Common room at 148 Bukit Batok west avenue 6 for rent! 
2524,$650,Room for Rent , Choa Chu Kang,https://rentinsingapore.com.sg/rooms-for-rent/ID34968,cck room for rental 
2525,"$1,050",Room for Rent , Ang Mo Kio,https://rentinsingapore.com.sg/rooms-for-rent/ID259499,"Room For Rent - Ang Mo Kio $1200 (including wifi and utility), avai immediately"
2526,"$1,050",Room for Rent , Ang Mo Kio,https://rentinsingapore.com.sg/rooms-for-rent/ID260054,Room For Rent - Ang Mo Kio $1050 (including wifi and utility)
2527,$900,Room for Rent , Yishun,https://rentinsingapore.com.sg/rooms-for-rent/ID675362,Common Room in Blk 621 Yishun Ring Road 2 min from  Khatib MRT
2528,"$1,200",Room for Rent , Woodlands,https://rentinsingapore.com.sg/rooms-for-rent/ID675378,"Master room at Blk 807, Woodlands Street 81 for rent"
2529,"$3,500",Whole Unit , Kallang,https://rentinsingapore.com.sg/rooms-for-rent/ID675358,Newly renovated Studio in Pebble Bay for Rent! Central location!
2530,$800,Room for Rent , Bukit Batok,https://rentinsingapore.com.sg/rooms-for-rent/ID675175,Blk 325 Bt Batok - $800 for 1 guy (aircon + wifi + cooking) - indian house 
2531,"$1,200",Room for Rent , Hougang,https://rentinsingapore.com.sg/rooms-for-rent/ID675174,Blk 621 Hougang - $1200/2 pax ; $1000 for 1 pax (AIRCON + WIFI) 
2532,$700,Room for Rent , Hougang,https://rentinsingapore.com.sg/rooms-for-rent/ID675173,Blk 926 Hougang - 1 lady (Wifi) - opposite Hougang 1
2533,$650,Room for Rent , Bukit Panjang,https://rentinsingapore.com.sg/rooms-for-rent/ID675172,"Blk 614 Senja Road - $650 for 1 lady (WiFI, No Aircon) - lady environment "
2534,"$1,000",Room for Rent , Ang Mo Kio,https://rentinsingapore.com.sg/rooms-for-rent/ID675171,Blk 428 Ang Mo Kio - renovated room - $1000 for 1 guy - walk to AMK mrt 
2535,$800,Room for Rent , Jurong East,https://rentinsingapore.com.sg/rooms-for-rent/ID675170,Blk 218 Jurong East - $600 for 1 guy ; $800 for 2 guys (WiFi) 
